symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
CRISP1	1.13359273670558	-0.01	-0.18	846	FALSE	276	7050.49072266	5	0	FALSE	1.8344e-06
CRISP2	0.816239316239316	1.7	-1.08	828	FALSE	417	13773.25	4	0	FALSE	1.4437e-12
CRISPLD1	0.171875	3.53	-0.64	1711	FALSE	203	3302.87695312	10	1.904057	FALSE	1.8207e-09
CRISPLD2	0.0869888475836431	2.07	-0.82	1753	FALSE	305	4482.99414062	11	0	FALSE	7.8157e-09
CRK	0.089171974522293	4.85	3.1	1228	FALSE	1143	26082.8886719	53	33.600254	TRUE	0.95936
CRLF1	0.043017868960953	2.82	0.78	1397	FALSE	356	4442.74462891	24	0	FALSE	3.9958e-05
CRLF3	0.0457697642163662	3.29	0.98	1441	FALSE	221	3069.34594727	5	4.275555	TRUE	0.00047973
CRMP1	0.120306513409962	2.44	0.23	2357	FALSE	897	16178.5273438	59	296.993571	TRUE	0.99173
CRNKL1	0.0285714285714286	2.99	-0.79	2771	FALSE	925	12746.1328125	42	10.581843	FALSE	2.7151e-06
CRNN	0.815078236130868	0.48	1.6	1504	FALSE	233	3384.39526367	2	0	FALSE	0.00012577
CROCC	0.200349040139616	2.32	0.59	6630	FALSE	435	9475.67675781	19	2.28128	FALSE	1.2656e-24
CROT	0.294871794871795	3.07	-0.68	2218	FALSE	423	6131.16259766	5	1.193457	FALSE	4.4315e-25
CRTAC1	0.0710607621009269	3.24	1.95	2337	FALSE	700	10845.8828125	28	1.881587	FALSE	7.4918e-07
CRTAP	0.0369163952225841	2.96	0.32	1302	FALSE	291	3021.90527344	14	10.453081	FALSE	0.00055361
CRTC1	0.075801749271137	2.22	1.16	2188	FALSE	571	6745.43408203	45	14.468785	TRUE	0.531
CRTC2	0.448648648648649	3.04	2.46	2290	FALSE	447	1930.99414062	36	3.691952	FALSE	0.99891
CRTC3	0.179775280898876	2.41	0.87	2139	FALSE	298	2749.35546875	14	3.816833	FALSE	0.86585
CRX	0	1.77	1.1	932	FALSE	664	32414.6386719	50	0	TRUE	0.51043
CRY1	0.0531914893617021	3.68	1.89	1937	FALSE	933	17261.0742188	45	7.42333	TRUE	1.662e-09
CRY2	0.0648259303721489	3.62	-0.37	2045	FALSE	10	5.92796039581	0	10.118242	TRUE	0.00031808
CRYAA	0	1.78	0.06	777	FALSE	399	5715.81103516	21	0	FALSE	0.17396
CRYBA2	0.162076271186441	2.65	0.13	642	FALSE	237	3042.22705078	11	0	FALSE	0.00019464
CRYBA4	0.105791505791506	2.53	0.95	655	FALSE	176	1396.87402344	21	0	FALSE	3.4999e-09
CRYBB3	0.199248120300752	2.59	0.26	700	FALSE	159	1010.15533447	7	0	FALSE	3.5766e-11
CRYBG1	0.382799325463744	2.94	-0.39	5562	FALSE	143	542.489379883	3	0	FALSE	3.5143e-33
CRYBG2	0.135446685878963	2.8	1.73	4050	FALSE	168	2663.03637695	4	0	FALSE	9.7435e-12
CRYBG3	0.301980198019802	3.09	0.3	7565	FALSE	72	227.461990356	6	1.097717	FALSE	9.2709e-05
CRYGA	0.134370579915134	2.46	0.98	557	FALSE	119	492.430969238	7	0	FALSE	4.3304e-10
CRYGB	0.112382234185733	2.98	1.3	560	FALSE	175	1185.30993652	7	0	FALSE	8.1381e-08
CRYGD	0.164536741214058	2.29	-0.1	557	FALSE	219	2159.79296875	10	5.868407	FALSE	0.00030317
CRYM	0.0506756756756757	3.22	-0.39	1057	FALSE	751	15027.4755859	37	76.286153	TRUE	0.02569
CRYZ	0.176541717049577	2.16	-1.36	1102	FALSE	742	10838.6337891	18	1.355123	FALSE	5.6616e-23
CRYZL1	0.168704156479218	2.93	0.9	1515	FALSE	564	11726.9169922	19	5.405363	FALSE	2.0125e-09
CSAD	0.144814090019569	2.64	0.94	1811	FALSE	547	7156.51611328	18	1.609672	FALSE	6.0781e-12
CSDE1	0	4.9	3.12	2824	TRUE	5	0.0423514433205	0	114.958499	FALSE	1
CSE1L	0	4.07	1.78	3284	FALSE	1164	22127.8730469	42	36.059747	FALSE	1
CSF1	0.389090909090909	1.51	0.38	1845	FALSE	1338	12041.9130859	67	0	TRUE	0.99634
CSF1R	0.202330508474576	0.97	-0.51	3241	TRUE	1768	39750.3710938	81	2.920251	FALSE	0.13278
CSF2	0.522458628841608	0.91	3.52	483	FALSE	1764	24189.4433594	73	0	TRUE	0.83468
CSF2RB	0.428301886792453	0.07	-0.83	2935	FALSE	856	15808.5751953	13	0	FALSE	0.17646
CSF3R	0.30314371257485	1.89	-0.09	2931	TRUE	829	10878.4160156	25	0	FALSE	1.5225e-10
CSGALNACT1	0.119901112484549	2.98	-0.77	1695	FALSE	376	7140.48486328	7	4.034071	TRUE	9.2684e-14
CSGALNACT2	0.0821917808219178	3.77	0.07	1755	FALSE	248	4256.77148438	5	9.524253	FALSE	0.23766
CSK	0.0105633802816901	3.25	1.15	1529	FALSE	1425	16751.3320312	61	29.159017	TRUE	0.99977
CSKMT	NA	1.48	-2.54	739	FALSE	115	758.640563965	1	1.926589	FALSE	0.0019838
CSMD1	0.0708985985160758	2.13	1.24	11934	FALSE	694	22677.5585938	41	1.169478	FALSE	1
CSMD3	0.152054794520548	3.84	3.32	12310	FALSE	654	18958.5566406	40	1.110787	FALSE	0.057105
CSN1S1	NA	-0.32	0.12	784	FALSE	266	4318.62988281	10	0	FALSE	1.4185e-16
CSN3	0.604538087520259	-0.25	1.24	581	FALSE	364	3247.46435547	31	0	FALSE	0.011763
CSNK1A1	0	4.87	3.12	1311	FALSE	984	15617.0927734	59	29.599091	FALSE	0.99758
CSNK1A1L	0.359430604982206	0.54	-0.27	1014	FALSE	552	5157.08398438	28	5.387001	FALSE	0.013174
CSNK1D	0	3.54	2.49	1512	FALSE	1289	36621.8789062	65	28.82641	FALSE	0.99577
CSNK1E	0	3.71	0.75	1572	FALSE	1170	31330.71875	64	49.026528	FALSE	0.99926
CSNK1G1	0.244917715392062	4.42	1.19	1750	FALSE	611	8712.31835938	48	5.150828	FALSE	0.99911
CSNK1G2	0.046583850931677	2.49	0.34	1483	FALSE	752	8379.35253906	55	13.994562	FALSE	0.99138
CSNK1G3	0.0487804878048781	3.81	1.6	1568	FALSE	742	10221.7460938	50	9.955523	FALSE	0.99947
CSNK2A1	0.185855263157895	4.3	2.63	1458	FALSE	2140	91183.96875	111	27.108831	TRUE	0.98711
CSNK2A3	0.34575569358178	0.39	0.88	1176	FALSE	1073	14722.2744141	66	42.53156	FALSE	2.1007e-10
CSNK2B	NA	4.47	1.02	801	FALSE	1809	56209.859375	83	25.929233	TRUE	0.91728
CSPG4	0.222779369627507	1.75	0.02	7113	FALSE	771	11391.5097656	46	1.806262	FALSE	2.6212e-05
CSPP1	0.604336043360434	2.91	-0.1	4211	FALSE	348	6737.03662109	9	2.269	FALSE	3.26e-29
CSRNP1	0.2325	1.5	0.44	1818	FALSE	269	3294.51757812	9	2.100497	TRUE	0.34269
CSRNP2	0.10838445807771	3.56	2.53	1680	FALSE	137	878.448608398	2	31.692951	TRUE	0.96015
CSRNP3	0.0666666666666667	3.6	2.78	1918	FALSE	363	1944.34460449	29	23.845248	TRUE	0.50018
CST5	0.601019757807521	-0.43	-0.78	461	FALSE	169	1176.12524414	5	0	FALSE	6.8894e-06
CST8	0.401826484018265	0.34	-0.6	461	FALSE	352	3954.19311523	29	0	FALSE	0.0033735
CSTF1	0	3.47	-0.27	1362	FALSE	571	6007.04199219	22	8.236084	FALSE	0.95401
CSTF2	0.0319548872180451	3.65	1.23	2041	FALSE	1257	20590.3320312	48	4.905913	FALSE	0.99959
CSTF2T	0.194055944055944	2.59	0.48	1851	FALSE	923	13222.5546875	25	14.997677	FALSE	0.086385
CSTF3	0	4.55	1.75	2682.333	FALSE	1297	22960.5507812	45	9.277792	FALSE	0.98279
CT62	NA	-0.99	0.87	526	FALSE	43	153.210327148	0	0	FALSE	0.016698
CTAGE5	0.520983213429257	2.75	0.3	2954	FALSE	166	1696.18591309	2	0	FALSE	1.0326e-06
CTBP1	0.00376411543287327	2.43	0.27	1946	FALSE	1341	41790.2617188	92	20.952178	TRUE	0.98442
CTBP2	0.494123178185237	3.25	0.68	3422	FALSE	1175	30320.6191406	73	9.088476	FALSE	0.0013557
CTBS	0.535714285714286	2.44	-2.42	1254	FALSE	311	4056.73144531	11	0	FALSE	1.0768e-07
CTC1	0.38002773925104	2.09	0.82	4006	FALSE	214	2730.56762695	6	3.540832	FALSE	1.6015e-11
CTCF	0.498241500586167	4.37	2.36	2328	TRUE	1751	67957.3125	147	32.305193	TRUE	0.99994
CTCFL	0.431059506531205	0.21	-0.77	2883	FALSE	788	21173.6113281	65	0	TRUE	0.00039547
CTDNEP1	0	4.06	1.52	847	FALSE	472	3925.984375	29	52.379878	FALSE	0.97468
CTDP1	0.158346752549651	1.3	0.02	3078	FALSE	27	4.4797000885	3	5.574941	FALSE	0.00059966
CTDSP1	0.013375295043273	2.59	0.11	959	FALSE	525	5400.26806641	24	2.855465	TRUE	0.99254
CTDSP2	0.0945558739255014	3.68	2.54	928	FALSE	512	8483.875	31	14.471162	FALSE	0.11425
CTH	0.133476856835307	2.61	-1.02	1394	FALSE	940	13178.2724609	16	1.62014	FALSE	7.482e-08
CTHRC1	0.0422222222222222	2.9	0.63	968	FALSE	412	6976.79589844	11	1.503611	FALSE	2.6661e-05
CTIF	0.23464305478694	3.22	1.31	2029	FALSE	301	4787.4765625	8	26.444482	FALSE	0.99994
CTNNA1	0.0701754385964912	4.28	2.4	3066	TRUE	1120	24542.8574219	65	16.306153	FALSE	0.96962
CTNNA2	0	4.01	0.13	3453	FALSE	1386	37899.5664062	80	22.126179	FALSE	0.42501
CTNNA3	0.0776173285198556	3.75	3.23	3036	FALSE	1071	22532.0820312	65	0	FALSE	1.0225e-12
CTNNAL1	0.181081081081081	3.4	-0.01	2560	FALSE	641	9839.70214844	19	2.040381	FALSE	1.737e-10
CTNNB1	0	4.03	1.42	2554	TRUE	3752	198582.828125	213	51.839663	TRUE	0.99999
CTNNBL1	0.0450928381962865	3.58	0.57	1943	FALSE	940	15326.4326172	36	12.359911	FALSE	0.0097107
CTNND1	0.0309597523219814	3.89	2.67	3197	FALSE	1046	17917.8828125	51	22.122473	TRUE	0.99999
CTNND2	0.289735099337748	3.95	1.39	4014	FALSE	1394	38814.3632812	90	57.634841	FALSE	1
CTNS	0.144927536231884	2.55	-0.64	1534	FALSE	292	3292.17358398	5	2.374862	TRUE	0.00030924
CTPS1	0.0578661844484629	3.47	0.43	2121	FALSE	1559	24658.1269531	34	6.758445	FALSE	0.99259
CTR9	0.0422535211267606	4.17	-0.31	3906	FALSE	1474	29605.5644531	92	12.443684	TRUE	1
CTRB1	0.135172578860333	0.48	-1.05	1012	FALSE	381	5526.11279297	7	0	FALSE	2.4233e-06
CTRB2	0.142431982151211	1.49	-0.53	927	FALSE	257	1993.85839844	4	0	FALSE	0.00036704
CTSA	0.115732368896926	2.53	0.36	1721	FALSE	1157	28726.8027344	25	5.316603	FALSE	5.8984e-09
CTSB	0.116193961573651	2.09	-0.53	1150	FALSE	1483	33492.2148438	49	18.207495	FALSE	5.8819e-11
CTSF	0.181141439205955	1.93	-0.23	1647	FALSE	520	6837.74902344	14	15.92741	FALSE	1.9431e-13
CTSH	0.161987041036717	2.21	-0.73	1184	FALSE	652	8294.24609375	12	0	TRUE	1.2518e-08
CTSK	0.261261261261261	3.01	1.05	1279	FALSE	890	8189.78564453	39	1.367912	FALSE	3.0989e-05
CTSS	0.450259515570934	2.49	0.13	1092	FALSE	1228	27335.7871094	19	0	FALSE	0.34178
CTSV	0.543086172344689	1.2	-1.04	1101	FALSE	510	10143.1669922	9	0	FALSE	2.3031e-07
CTSW	0.232649071358749	0.88	0.28	1350	FALSE	438	5273.23242188	3	0	FALSE	6.8595e-12
CTSZ	0.484768599882835	1.74	-0.98	992	FALSE	959	25285.2246094	15	5.139062	FALSE	2.2587e-16
CTTN	0.118844386080105	1.65	0.15	2335	FALSE	1159	17512.9570312	48	10.4519	FALSE	0.089176
CTTNBP2	0.218683651804671	3.35	1.11	5344	FALSE	1172	27564.8027344	72	10.684789	TRUE	1.7221e-11
CTTNBP2NL	0.111940298507463	3.4	1.15	1968	FALSE	241	2881.07617188	8	15.825994	FALSE	0.0027461
CTU1	0.0538957234915056	1.64	-0.64	1063	FALSE	896	12109.4482422	19	3.801159	FALSE	0.067155
CTU2	0.136333985649054	1.19	-0.44	2060	FALSE	423	3464.69238281	12	9.443054	FALSE	3.9682e-22
CTXN1	0	3.12	1.15	249	FALSE	350	2354.95947266	18	98.342715	FALSE	0.41125
CTXN3	0.292424242424242	2.77	1.03	246	FALSE	740	10900.0087891	43	0	FALSE	0.13992
CUBN	0.573529411764706	1.83	0.67	12038	FALSE	524	8980.33789062	11	0	FALSE	4.6292e-42
CUEDC1	0.122249388753056	2.8	0.5	1289	FALSE	75	205.777832031	2	10.487367	FALSE	6.6336e-08
CUEDC2	0.0618279569892473	2.86	1.14	976	FALSE	132	389.530517578	0	55.838352	FALSE	0.060805
CUL1	0.269716088328076	3.15	0.52	2651	FALSE	2180	68111.0546875	107	27.103057	FALSE	1
CUL2	0	4.23	0.58	2615	FALSE	1489	27863.2597656	71	12.26531	FALSE	1
CUL3	0	4.83	1.06	2547	TRUE	1914	52933.4179688	101	10.951986	TRUE	0.9996
CUL4A	0.0336	2.6	-0.64	2584	FALSE	1370	22265.921875	69	8.278564	FALSE	0.99999
CUL4B	0.0325581395348837	4.41	2.16	3141	TRUE	1359	26078.1914062	79	14.508561	FALSE	1
CUL7	0.220095693779904	2.54	0.71	5749	FALSE	657	9435.4453125	31	9.975017	FALSE	2.5916e-21
CUL9	0.153846153846154	2.86	1.21	8178	FALSE	354	5463.88671875	7	2.515799	FALSE	0.99191
CUTA	0.26615969581749	2.7	0.77	752	FALSE	351	2495.69580078	9	49.761777	FALSE	3.084e-07
CUTC	0.0443864229765013	3.82	0.07	950	FALSE	242	2666.8449707	3	3.947393	FALSE	0.0006107
CUX1	0.0681431005110733	3.2	1.22	5877	TRUE	1173	29746.3476562	117	6.523814	TRUE	1
CUX2	0.384202682563338	2.76	0.29	5064	FALSE	1059	30672.6835938	83	5.258804	FALSE	1
CUZD1	0.330097087378641	1.51	-1.1	1952	FALSE	178	2068.90185547	2	0	FALSE	2.2917e-11
CWC22	0.204152249134948	3.47	0.32	3026.667	FALSE	1182	23005.5371094	55	6.750307	FALSE	0.0008992
CWF19L1	0.46865671641791	3.64	0.16	1825	FALSE	279	2247.54882812	5	5.013284	FALSE	1.4404e-15
CWF19L2	0.302547770700637	2.61	0.79	2992	FALSE	431	2815.59179688	12	3.144091	FALSE	3.9267e-12
CWH43	0.278041074249605	2.11	-0.67	2340	FALSE	178	2406.25634766	0	0	FALSE	7.2561e-22
CX3CL1	0.409681227863046	-0.01	0.04	1244	FALSE	886	6686.36572266	21	4.062252	FALSE	0.60837
CXCL1	0.303019559615132	0.69	-0.37	372	FALSE	1430	15666.7402344	41	0	TRUE	0.11845
CXCL16	1.72380952380952	-1.09	-1.14	886	FALSE	734	6495.12841797	7	0	FALSE	3.4546e-05
CXCL2	0.535847998469197	0.5	-0.81	372	FALSE	977	6963.40527344	18	0	FALSE	3.6079e-07
CXCL6	0.555464256368118	0.36	-0.96	409	FALSE	562	7022.90087891	9	0	FALSE	2.7101e-09
CXCR1	0.34004647560031	1.55	0.21	1053	FALSE	837	5743.20068359	15	0	FALSE	3.0337e-07
CXCR2	0.663682864450128	1.42	-0.12	1083	FALSE	973	8401.546875	21	0	FALSE	0.013736
CXCR6	0.308022922636103	1.74	-0.29	1029	FALSE	570	3466.03735352	4	0	FALSE	5.7212e-05
CXXC1	0.0256410256410256	2.66	0.46	2218	FALSE	704	8491.6953125	72	16.672508	TRUE	0.89506
CXXC4	0	3.05	1.68	1120	FALSE	169	540.393554688	17	6.576908	FALSE	0.88863
CXorf36	0.416797392160401	2.63	0.97	1425	FALSE	171	1669.74304199	6	0	FALSE	3.2801e-05
CXorf38	0.333333333333333	2.52	0.2	1165	FALSE	166	1100.43310547	14	1.447535	FALSE	0.00013652
CXorf56	0	3.5	-0.03	765	FALSE	420	3216.79174805	37	4.476715	FALSE	0.95204
CXorf58	0.376764386536374	1.29	-0.03	1111	FALSE	193	1380.53857422	18	0	FALSE	3.0653e-07
CXorf66	0.672240802675585	-1.01	0.45	1118	FALSE	28	45.4740905762	0	0	FALSE	0.029379
CYB561D1	0.509293680297398	3.31	2.45	949	FALSE	99	414.385437012	3	2.752062	FALSE	7.1834e-05
CYB561D2	0.29320987654321	3.78	0.76	701	FALSE	85	497.000549316	0	5.448801	FALSE	0.00013776
CYB5A	0.162460567823344	2.6	-1.21	486	FALSE	1138	22997.0644531	23	15.873387	FALSE	0.0015821
CYB5D1	0.125256673511294	2.59	-0.52	735	FALSE	694	8338.02832031	16	5.384373	FALSE	3.9032e-10
CYB5D2	0.12013165112452	1.71	-0.49	930	FALSE	252	2312.39306641	4	10.978599	TRUE	4.4253e-06
CYB5R1	0.0658174097664544	3.24	1.03	1046	FALSE	497	5801.29394531	10	4.389545	FALSE	4.3643e-09
CYB5R2	0.167136150234742	2.56	-0.88	1205	FALSE	498	6449.9609375	12	0	FALSE	6.8195e-10
CYB5R4	0.15	3.31	1.13	1834	FALSE	1278	27987.671875	28	4.586658	FALSE	2.6203e-09
CYB5RL	0.272295514511873	2.41	0.12	1159	FALSE	291	1095.45300293	8	0	FALSE	3.3734e-06
CYBA	0.0465167067045206	1.67	0.04	1113	FALSE	587	3105.4152832	13	9.773757	FALSE	8.8678e-06
CYBB	0.730897009966777	3.58	2.61	1905	FALSE	1452	22411.4628906	40	1.170687	FALSE	0.99904
CYBC1	0.0196245733788396	2.45	-0.16	1203	FALSE	154	918.55670166	0	13.309759	FALSE	0.0006032
CYC1	0.347770700636943	2.37	0.15	1074	FALSE	971	13597.8955078	21	44.904318	FALSE	0.13875
CYFIP1	0.157239819004525	3.35	0.67	4619	FALSE	3	0.00392853887752	2	9.274981	FALSE	0.96816
CYFIP2	0	3.85	0.75	4362	FALSE	829	22628.8632812	42	30.451781	FALSE	1
CYGB	0.103960396039604	3.4	-0.3	893	FALSE	581	7439.39013672	11	1.54903	FALSE	0.10249
CYHR1	0.0246575342465753	2.44	-0.51	1866	FALSE	335	3836.91430664	9	4.539452	FALSE	0.49115
CYLC1	0.8	0.57	0.68	2020	FALSE	345	4409.21386719	19	0	FALSE	0.93145
CYLC2	0.472921914357683	-0.13	0.99	1111	FALSE	73	292.319641113	0	0	FALSE	4.4812e-06
CYLD	0.257825370675453	3.69	1.72	3252	TRUE	825	10227.6396484	42	3.943419	FALSE	0.99993
CYP11A1	0.166193181818182	1.28	-0.39	1750	FALSE	721	9755.76269531	40	0	FALSE	5.4912e-07
CYP17A1	0.358262967430639	1.26	0.95	1639	FALSE	846	13582.9746094	46	0	FALSE	0.00026255
CYP19A1	0.179127725856698	2.67	0.11	1669	FALSE	1309	24110.5488281	67	0	FALSE	1.7022e-05
CYP1A1	0.232682060390764	1.98	0.11	1623	FALSE	1080	18845.5625	45	0	FALSE	1.0635e-17
CYP1B1	0.243636363636364	2.2	-0.21	1648	FALSE	NA	NA	NA	0	FALSE	2.2024e-05
CYP20A1	0.349030470914127	3.31	-0.16	1606	FALSE	331	4807.75976562	3	1.489101	FALSE	8.8921e-17
CYP24A1	0.314474650991918	2.37	-0.74	1728	FALSE	586	12180.9628906	18	0	FALSE	3.1964e-23
CYP26A1	NA	3.32	1.89	1590	FALSE	695	16681.9394531	40	5.754233	FALSE	8.4269e-11
CYP26B1	0.185027244728737	3.48	2.14	1772	FALSE	625	14345.6289062	21	2.260405	TRUE	0.97987
CYP26C1	0.226847847255414	2.99	0.96	1649	FALSE	414	8081.86328125	8	0	FALSE	0.0016358
CYP27A1	0.169127516778524	2.01	-0.21	1724	FALSE	710	20900.1367188	15	0	FALSE	5.2916e-19
CYP27B1	0.224539877300614	2.38	-0.01	1655	FALSE	535	5603.42333984	24	0	FALSE	1.9194e-07
CYP27C1	0.0817369093231162	1.81	-0.07	1215	FALSE	196	1468.57348633	5	0	FALSE	9.2035e-07
CYP2C19	NA	0.5	-1.38	1601	FALSE	499	3133.74511719	8	0	FALSE	6.4882e-20
CYP2C8	0.564673157162726	0.62	-2.36	1748	FALSE	469	3970.51245117	7	0	FALSE	1.9759e-22
CYP2F1	0.0222174101342573	0.98	0.04	1604	FALSE	357	5352.66455078	4	0	FALSE	3.4078e-09
CYP2R1	0.191247974068071	3.79	-1.11	1570	FALSE	281	1810.14379883	3	3.180168	FALSE	3.793e-10
CYP2S1	0.0122028587705215	1.12	0.01	1643	FALSE	383	5054.14892578	4	0	FALSE	4.8125e-05
CYP2U1	0.0991735537190083	2.28	-1.2	1699	FALSE	414	5267.21728516	3	2.019093	FALSE	0.0014201
CYP2W1	0.0862926136363636	0.92	-0.07	1817	FALSE	224	1667.81665039	3	0	FALSE	2.2124e-07
CYP39A1	0.311212814645309	2.15	-1.3	1586	FALSE	362	2355.3515625	4	0	FALSE	3.8748e-16
CYP3A43	0.31743119266055	0.47	-0.69	2026	FALSE	344	3433.42773438	5	0	FALSE	1.7165e-11
CYP3A5	NA	0.65	-1.05	1920	FALSE	575	6035.81005859	15	0	FALSE	6.2948e-17
CYP46A1	0.0701754385964912	2.41	0.76	1795	FALSE	524	5634.67236328	28	0	TRUE	0.98552
CYP4B1	0.275700934579439	2.27	0.05	1719	FALSE	477	5915.82958984	6	0	FALSE	3.2777e-10
CYP4F2	0.212121212121212	0.84	-0.57	1739	FALSE	422	3966.97338867	5	0	FALSE	7.5803e-17
CYP4F22	0.208806818181818	1.85	-0.46	1772	FALSE	319	2964.70874023	3	0	FALSE	5.2921e-06
CYP4F3	0.401429422275164	0.89	-1.36	1900	FALSE	384	3981.63598633	2	0	FALSE	3.5413e-16
CYP4V2	0.208623087621697	1.98	-1.12	1738	FALSE	520	9574.65234375	4	0	FALSE	2.1975e-10
CYP4X1	0.518134715025907	1.79	-0.21	1888	FALSE	384	3643.29638672	12	4.375559	FALSE	4.7167e-12
CYP51A1	NA	3.23	-0.2	1706	FALSE	620	8112.54980469	16	28.015164	FALSE	1.4563e-07
CYP7A1	0.224719101123595	2.56	1.74	1595	FALSE	770	7927.45214844	18	0	FALSE	0.00024507
CYP7B1	0.256183745583039	1.38	-0.24	1601	FALSE	628	8235.44238281	14	1.264938	FALSE	3.2954e-06
CYP8B1	NA	1.01	-0.76	1658	FALSE	502	3685.35595703	5	0	FALSE	2.0558e-05
CYR61	0.153409090909091	3.78	2.31	1210	FALSE	889	12169.1464844	40	4.45233	TRUE	0.71388
CYSLTR2	0.736920777279522	1.82	0.63	1041	FALSE	361	3709.96728516	7	0	FALSE	9.9817e-05
CYTH1	0.0384615384615385	3.08	0.19	1550	FALSE	707	10313.3945312	32	9.991913	FALSE	0.99981
CYTH4	0.0235137533274179	2.21	-0.37	1465	FALSE	731	11078.5664062	14	0	FALSE	0.00077316
CYTIP	0.419153365718251	3.21	-0.06	1192	FALSE	1047	25857.5175781	18	0	FALSE	0.0021191
CYYR1	0.292379471228616	1.91	0.16	937	FALSE	152	2059.96435547	2	1.602144	FALSE	0.00044425
D2HGDH	0.0759429153924567	1.8	-0.1	1866	FALSE	312	1857.07788086	14	1.482246	FALSE	0.054343
DAAM1	0.0986666666666667	3.99	3.08	3639	FALSE	1091	13840.4804688	53	13.143691	FALSE	0.99918
DAAM2	0.031591737545565	3.53	0.4	3718	FALSE	1143	16744.8359375	53	1.123819	FALSE	1
DAB1	0.111801242236025	4.36	2.99	2036	FALSE	359	1561.8302002	31	26.758289	TRUE	0.99915
DAB2	0.335555555555556	3.36	1.26	2505	FALSE	1013	17168.1660156	57	1.008226	TRUE	0.40701
DAB2IP	0.0298642533936652	3.28	3.13	3876	FALSE	953	18628.921875	52	14.489178	TRUE	0.99995
DACH1	0.3734375	3.64	3.19	2459	FALSE	10	29.880865097	5	1.653413	TRUE	0.99954
DACH2	0.125	3.26	1.96	2027	FALSE	434	6068.39550781	35	0	FALSE	0.16242
DACT1	0.125	1.88	0.16	2559	FALSE	531	10696.7646484	40	58.404386	TRUE	0.40017
DACT2	0.244996967859309	-0.23	-0.28	2598	FALSE	320	4209.37597656	9	0	TRUE	0.0094032
DACT3	NA	1.54	2.1	1985	FALSE	444	5585.82568359	15	7.502431	FALSE	0.50555
DAG1	0.285714285714286	3.02	2.27	2706	FALSE	833	16554	38	16.281474	FALSE	0.98117
DAGLA	0.201010465535908	2.69	1.8	3417	FALSE	328	2928.62573242	13	6.012363	FALSE	0.99999
DAGLB	0.334186939820743	1.94	-0.7	2247	FALSE	288	3717.35522461	3	5.157997	FALSE	2.6256e-12
DALRD3	0.380809595202399	1.72	0.65	1908	FALSE	677	7976.77441406	10	22.376264	FALSE	1.6886e-10
DAOA	NA	-0.94	-0.95	510	FALSE	1	0	0	0	FALSE	0.00014043
DAP3	0.279197080291971	2.52	0.32	1445	FALSE	650	5261.92138672	8	10.724812	FALSE	1.1143e-09
DAPK1	0.100552486187845	3.1	0.81	4768	FALSE	1166	21300.3886719	65	9.532407	FALSE	0.99767
DAPK3	0.0142361111111111	3.18	-0.84	1477	FALSE	847	11096.4277344	34	18.8528	FALSE	0.0065541
DAPL1	0.20863309352518	2.12	1.85	531	FALSE	171	1579.34301758	6	0	FALSE	4.2949e-05
DAPP1	0.362527233115468	2.98	0.71	997	FALSE	550	7315.77441406	9	0	FALSE	0.17169
DARS	0.308171206225681	4.12	-0.55	1748	FALSE	999	16542.6972656	23	12.142828	FALSE	8.536e-06
DAW1	0.342134831460674	2.65	-0.38	1585	FALSE	598	8856.70410156	15	0	FALSE	1.0715e-05
DAXX	0.414686825053996	2.56	1.18	2319	TRUE	1019	15503.6123047	77	13.781383	TRUE	0.098633
DAZAP1	0.0175695461200586	2.81	1.47	1509	FALSE	739	19286.9550781	34	25.213391	FALSE	0.99985
DAZAP2	0.897979139504563	3.65	2.56	884	FALSE	254	4542.55175781	11	17.051703	FALSE	0.36369
DBF4	0.408366533864542	2.54	-1.34	2201	FALSE	732	9170.09277344	27	1.042121	FALSE	0.99296
DBF4B	0.752796768178993	1.32	-0.56	2088	FALSE	354	2184.01586914	13	0	FALSE	2.677e-11
DBH	0.225856697819315	1.95	1.5	2032	FALSE	595	29746.5371094	33	0	TRUE	3.3352e-10
DBN1	0.0352112676056338	2.55	0.76	2620	FALSE	737	11009.2773438	42	111.254284	TRUE	0.99705
DBNDD1	0.296782963298595	1.61	-0.06	1072	FALSE	168	1313.04577637	5	24.251316	FALSE	6.35e-05
DBNL	0.14543630892678	2.46	0.76	1514	FALSE	703	11336.8671875	29	8.127057	FALSE	0.017939
DBP	0.0337171052631579	2.87	1.5	1053	FALSE	225	916.488830566	11	4.21915	TRUE	0.23376
DBR1	0.0950354609929078	2.75	-0.85	1747	FALSE	329	2919.95141602	11	6.701678	FALSE	1.1785e-08
DBT	0.324324324324324	3.21	-0.02	1641	FALSE	624	5169.91503906	9	2.496074	FALSE	1.0467e-05
DBX1	NA	2.78	3.81	1197	FALSE	382	1512.90673828	37	0	TRUE	0.060952
DBX2	0.286107290233838	1.93	0.2	1068	FALSE	538	4490.95019531	47	0	FALSE	6.0563e-06
DCAF11	0.0841750841750842	3.82	1.45	1922	FALSE	623	6624.41308594	25	12.242098	FALSE	0.0063315
DCAF12L1	NA	0.63	-1.4	1392	FALSE	318	4537.75537109	17	0	FALSE	0.95405
DCAF12L2	0.0252951096121416	1.35	-0.36	1392	FALSE	95	488.611724854	3	2.675231	FALSE	0.0058713
