ensembl_transcript_enst	ensembl_transcript_version	hgnc_symbol	obs_missense	exp_missense	overall_chisq	n_regions	ensembl_gene_id
ENST00000300098	1	GPR182	156	154.85765576	0.00842677332541	1	ENSG00000166856
ENST00000300101	2	ZBTB39	261	250.394624257	0.449186938386	1	ENSG00000166860
ENST00000300105	6	CACNG2	63	148.906066537	49.5604540467	1	ENSG00000166862
ENST00000300107	3	CLPX	153	193.706846377	8.55440771929	1	ENSG00000166855
ENST00000300113	2	CHP2	87	88.625972043	0.0298308162221	1	ENSG00000166869
ENST00000300127	2	OR4D6	116	102.351930491	1.81989533991	1	ENSG00000166884
ENST00000300131	3	NAB2	97	196.018420573	50.0190113972	1	ENSG00000166886
ENST00000300134	3	STAT6	208	280.288862847	18.6439077125	1	ENSG00000166888
ENST00000300146	9	PATL1	162	184.81208849	2.81578648627	1	ENSG00000166889
ENST00000300151	4	MRPL16	110	104.594110066	0.279400493597	1	ENSG00000166902
ENST00000300175	4	SCG5	69	60.3757317057	1.23191887719	1	ENSG00000166922
ENST00000300176	4	AGFG2	140	165.149587567	3.82987183974	1	ENSG00000106351
ENST00000300177	4	GREM1	43	78.0567212715	15.7446237337	1	ENSG00000166923
ENST00000300179	2	NYAP1	303	334.737620677	3.00915255412	2	ENSG00000166924
ENST00000300181	2	TSC22D4	140	152.830339068	1.07712645026	1	ENSG00000166925
ENST00000300182	4	MS4A6E	53	42.4061377165	2.64654892252	1	ENSG00000166926
ENST00000300184	3	MS4A7	85	66.484387777	5.15651730359	1	ENSG00000166927
ENST00000300190	2	MS4A5	70	51.7698354992	6.41954710737	1	ENSG00000166930
ENST00000300213	4	CCNDBP1	114	110.119004228	0.13678046117	1	ENSG00000166946
ENST00000300215	3	EPB42	245	255.983998642	0.471311592971	1	ENSG00000166947
ENST00000300226	2	MS4A8	78	85.7916526865	0.707642873004	1	ENSG00000166959
ENST00000300231	5	MAP1A	859	884.552942567	0.738172745152	1	ENSG00000166963
ENST00000300249	5	MAPRE2	38	109.316119173	46.5255160206	2	ENSG00000166974
ENST00000300255	2	EVA1C	129	149.240505723	2.7450863286	1	ENSG00000166979
ENST00000300258	3	TCP10L	85	73.6752072284	1.74076105306	1	ENSG00000242220
ENST00000300283	6	CKMT1B	35	70.0395243336	17.5296488262	1	ENSG00000237289
ENST00000300289	5	PDIA3	138	169.030503342	5.69655842373	1	ENSG00000167004
ENST00000300291	5	NUDT21	7	78.795726244	65.4175873821	1	ENSG00000167005
ENST00000300303	2	NAT16	139	194.019889362	15.6024634142	1	ENSG00000167011
ENST00000300305	3	RUNX1	126	197.244782225	25.7336033785	1	ENSG00000159216
ENST00000300403	6	TPX2	232	218.461035763	0.839067488435	1	ENSG00000088325
ENST00000300404	2	B4GALNT2	202	200.788195516	0.00731352808876	1	ENSG00000167080
ENST00000300413	5	SNRPD1	4	42.6905340018	35.0653243476	1	ENSG00000167088
ENST00000300433	3	TMEM92	51	56.0974827227	0.463199574161	1	ENSG00000167105
ENST00000300441	4	ACSF2	176	218.25390181	8.18034501721	1	ENSG00000167107
ENST00000300452	3	COQ4	100	127.746025706	6.02634749859	1	ENSG00000167113
ENST00000300456	4	SLC27A4	255	289.179393344	4.03981388799	1	ENSG00000167114
ENST00000300504	2	TBC1D21	107	116.217384424	0.731045325514	1	ENSG00000167139
ENST00000300527	4	COL6A2	543	524.77911171	0.632648599526	1	ENSG00000142173
ENST00000300557	2	PRR15L	41	41.5670190232	0.00773475173981	1	ENSG00000167183
ENST00000300571	2	GPRC5B	137	177.961968635	9.42832273267	1	ENSG00000167191
ENST00000300574	2	CRK	66	126.037912312	28.5989417679	1	ENSG00000167193
ENST00000300575	2	C16orf92	46	44.363894678	0.0603382693056	1	ENSG00000167194
ENST00000300576	5	GOLGA6C	34	60.4201931405	11.5528694845	2	ENSG00000167195
ENST00000300584	3	TBC1D2B	239	268.563208504	3.25429273018	1	ENSG00000167202
ENST00000300589	2	NOD2	422	386.834457007	3.19675611	1	ENSG00000167207
ENST00000300605	6	HDHD2	79	83.2980691576	0.221774630193	1	ENSG00000167220
ENST00000300618	4	C17orf78	73	66.0914289189	0.722156490833	1	ENSG00000278505
ENST00000300619	7	ZNF91	299	312.202683532	0.558325926231	1	ENSG00000167232
ENST00000300651	6	MED1	404	457.536683212	6.2643642675	1	ENSG00000125686
ENST00000300658	4	PGAP3	91	107.464279775	2.52244289069	1	ENSG00000161395
ENST00000300692	4	CD3D	56	59.2797577504	0.181458415313	1	ENSG00000167286
ENST00000300737	4	STIM1	185	244.786155621	14.6020692833	1	ENSG00000167323
ENST00000300738	5	RRM1	120	240.95760786	60.7191573204	3	ENSG00000167325
ENST00000300747	5	TRIM68	189	169.211214351	2.31424399958	1	ENSG00000167333
ENST00000300773	2	OR51B5	141	93.5201576147	24.1053425318	1	ENSG00000167355
ENST00000300778	4	OR51Q1	162	107.046358526	28.2111671326	1	ENSG00000167360
ENST00000300784	7	FN3K	120	128.24406409	0.529962873541	1	ENSG00000167363
ENST00000300793	6	VPS11	259	316.616201514	10.4847024916	1	ENSG00000160695
ENST00000300811	3	ZNF428	55	70.2902131724	3.32607639534	1	ENSG00000131116
ENST00000300850	5	ZNF646	721	743.287462253	0.668289186744	1	ENSG00000167395
ENST00000300870	10	ZNF267	216	206.784007482	0.410740265338	1	ENSG00000185947
ENST00000300873	4	GNG8	22	36.3397890842	5.65852351267	1	ENSG00000167414
ENST00000300896	4	USP32	292	488.583964713	79.0964460015	4	ENSG00000170832
ENST00000300900	4	CA4	123	111.532883217	1.17897756721	2	ENSG00000167434
ENST00000300935	3	RAB8A	44	86.5039831503	20.8844554649	1	ENSG00000167461
ENST00000300952	2	MIDN	209	232.414704722	2.35892302019	1	ENSG00000167470
ENST00000300954	5	PCSK4	311	319.163083969	0.208783356315	1	ENSG00000115257
ENST00000300961	6	JSRP1	128	161.90051883	7.0984650653	2	ENSG00000167476
ENST00000300976	4	KLHL26	239	363.347378189	42.5550627048	1	ENSG00000167487
ENST00000301011	5	ZC3H18	358	403.556254124	5.14270877625	3	ENSG00000158545
ENST00000301012	3	MVD	202	171.474621656	5.43403282665	1	ENSG00000167508
ENST00000301019	4	CDT1	316	260.005409168	12.0589575906	2	ENSG00000167513
ENST00000301021	3	TRAPPC2L	67	61.1177115491	0.566142228541	1	ENSG00000167515
ENST00000301030	4	ANKRD11	981	1174.50261288	31.8801003782	3	ENSG00000167522
ENST00000301031	4	SPATA33	81	54.9972623116	12.2941095406	1	ENSG00000167523
ENST00000301039	2	PROCA1	137	123.084641805	1.57320353583	1	ENSG00000167525
ENST00000301046	2	LALBA	27	37.0494334873	2.72584770967	1	ENSG00000167531
ENST00000301050	2	CACNB3	152	201.616400505	12.2102527021	1	ENSG00000167535
ENST00000301057	7	TP53I13	150	137.843506026	1.07208783358	1	ENSG00000167543
ENST00000301061	4	WNT10B	117	177.371907342	20.5487286614	1	ENSG00000169884
ENST00000301067	7	KMT2D	1571	1842.81325122	40.0922033156	8	ENSG00000167548
ENST00000301068	6	RHEBL1	51	67.014763804	3.82710682155	1	ENSG00000167550
ENST00000301071	7	TUBA1A	1	164.262450388	162.268538206	1	ENSG00000167552
ENST00000301072	6	TUBA1C	58	169.411750222	73.2686963643	2	ENSG00000167553
ENST00000301141	5	CYP2A6	206	216.529662412	0.512048969506	2	ENSG00000255974
ENST00000301146	4	CYP2A7	202	202.345761752	0.000590826258924	2	ENSG00000198077
ENST00000301149	3	GPD1	122	121.02218214	0.0079004340411	1	ENSG00000167588
ENST00000301159	9	LIN37	88	94.7263702	0.47762894294	1	ENSG00000267796
ENST00000301175	3	PRODH2	200	193.728832711	0.203003025487	1	ENSG00000250799
ENST00000301178	4	AXL	316	350.386207017	3.37459411742	1	ENSG00000167601
ENST00000301180	5	DIP2B	403	527.456589715	29.3662891422	3	ENSG00000066084
ENST00000301190	6	ANKRD33	172	164.283060478	0.362491150395	1	ENSG00000167612
ENST00000301200	2	CDC42EP5	26	52.6071605618	13.4571222928	1	ENSG00000167617
ENST00000301202	2	LAIR2	52	55.1267046362	0.177342033171	1	ENSG00000167618
ENST00000301204	3	TMEM145	142	196.806437085	15.2624354693	1	ENSG00000167619
ENST00000301215	3	ZNF526	251	295.162283426	6.60757619422	1	ENSG00000167625
ENST00000301219	3	LILRA5	118	103.454760636	2.04499035964	1	ENSG00000187116
ENST00000301242	4	PPP1R14A	52	52.2123645635	0.000863755322843	2	ENSG00000167641
ENST00000301244	7	SPINT2	76	95.4406277534	3.95992792946	1	ENSG00000167642
ENST00000301246	5	C19orf33	35	33.4604090117	0.0708401505332	1	ENSG00000167644
ENST00000301258	4	PSCA	47	34.6592429833	4.39404530036	1	ENSG00000167653
ENST00000301263	4	LY6D	44	43.0328350081	0.0217370787084	1	ENSG00000167656
ENST00000301272	2	TMIGD2	113	117.195869012	0.150221308279	1	ENSG00000167664
ENST00000301280	5	CHAF1A	318	382.390636688	10.8427186633	3	ENSG00000167670
ENST00000301281	6	UBXN6	226	188.352765229	7.52478618617	1	ENSG00000167671
ENST00000301295	6	NLRP4	422	349.001475597	15.268659125	1	ENSG00000160505
ENST00000301305	3	SLC39A4	247	236.40870862	0.474497973265	1	ENSG00000147804
ENST00000301310	4	ZNF582	152	145.8299905	0.26105067343	1	ENSG00000018869
ENST00000301318	3	ZFP28	246	250.367322902	0.076182103582	1	ENSG00000196867
ENST00000301327	4	MFSD3	131	126.60668857	0.152449965642	2	ENSG00000167700
ENST00000301329	6	GLOD4	108	103.2313385	0.220283228281	1	ENSG00000167699
ENST00000301335	5	SLC43A2	157	199.694055932	9.12787515586	1	ENSG00000167703
ENST00000301336	6	RILP	125	142.997976068	2.26525683413	1	ENSG00000167705
ENST00000301364	5	TSR1	294	270.946003393	1.9615966019	1	ENSG00000167721
ENST00000301365	4	TRPV3	312	313.819912924	0.0105540882313	1	ENSG00000167723
ENST00000301391	3	CYB5D2	134	130.294033741	0.105409169703	1	ENSG00000167740
ENST00000301399	5	ZNF577	161	142.775817081	2.32617014451	1	ENSG00000161551
ENST00000301407	7	CGB1	25	75.3303272441	33.6271184949	1	ENSG00000267631
ENST00000301411	3	NTF4	82	90.7798914826	0.849158257274	1	ENSG00000225950
ENST00000301420	2	KLK1	91	98.0172476752	0.502378572174	1	ENSG00000167748
ENST00000301452	4	ACER1	96	103.421654207	0.532586251787	1	ENSG00000167769
ENST00000301454	4	SLC25A23	176	209.768365442	5.43600796168	1	ENSG00000125648
ENST00000301455	2	ANGPTL4	154	159.535271964	0.192053050941	1	ENSG00000167772
ENST00000301457	2	NDUFA7	53	47.4179020736	0.657131924819	1	ENSG00000267855
ENST00000301458	5	CD320	104	97.6461488208	0.413446155275	1	ENSG00000167775
ENST00000301459	4	RCOR2	114	175.536485059	21.5723756354	3	ENSG00000167771
ENST00000301463	4	SPRYD3	94	173.064574584	36.1206617193	1	ENSG00000167778
ENST00000301464	3	IGFBP6	66	77.1940268489	1.623263382	1	ENSG00000167779
ENST00000301466	3	SOAT2	205	195.996302976	0.413612700212	1	ENSG00000167780
ENST00000301480	4	ZNF560	268	224.42402696	8.46106119787	1	ENSG00000198028
ENST00000301488	3	CDK2AP2	19	49.7347553499	18.9932609454	1	ENSG00000167797
ENST00000301522	2	PRDX2	65	84.6662027583	4.5680509853	1	ENSG00000167815
ENST00000301529	1	OR8J3	134	92.1399282396	19.0174405523	1	ENSG00000167822
ENST00000301532	3	OR5I1	119	86.1280686544	12.5460130161	1	ENSG00000167825
ENST00000301547	5	ZNF443	229	194.830357024	5.99272371601	2	ENSG00000180855
ENST00000301599	6	TMEM88	63	83.3475818577	4.96743970524	2	ENSG00000167874
ENST00000301607	3	EVPL	879	903.394483159	0.658727521243	1	ENSG00000167880
ENST00000301633	4	BIRC5	55	65.1961824733	1.59460466985	1	ENSG00000089685
ENST00000301634	7	TK1	66	89.1085718207	5.99275783103	1	ENSG00000167900
ENST00000301645	3	CYP7A1	175	158.522304653	1.71278385415	1	ENSG00000167910
ENST00000301653	4	KRT16	171	202.086685461	4.78201723552	1	ENSG00000186832
ENST00000301656	3	KRT27	166	161.60324941	0.119622692122	1	ENSG00000171446
ENST00000301659	4	GSDMA	144	127.095234316	2.24848008168	1	ENSG00000167914
ENST00000301671	8	GHDC	171	172.377560615	0.0110088183284	1	ENSG00000167925
ENST00000301691	2	SOST	74	126.192727265	21.5866701543	1	ENSG00000167941
ENST00000301727	4	E4F1	274	344.146025146	14.2976076557	1	ENSG00000167967
ENST00000301729	4	ECI1	120	111.658967253	0.62308320587	1	ENSG00000167969
ENST00000301732	5	ABCA3	670	721.324478935	3.65189621996	1	ENSG00000167972
ENST00000301738	4	KCTD5	61	94.56262148	11.9122074132	1	ENSG00000167977
ENST00000301744	4	ZNF597	161	133.054709761	5.86930930863	1	ENSG00000167981
ENST00000301761	2	SDHAF2	56	56.8216770156	0.0118819639515	1	ENSG00000167985
ENST00000301764	7	DDB1	182	420.210213459	135.037426457	2	ENSG00000167986
ENST00000301765	5	VPS37C	119	105.745766515	1.66129303384	1	ENSG00000167987
ENST00000301785	5	HNRNPUL2	207	290.082861848	23.7958281605	1	ENSG00000214753
ENST00000301788	7	POLR2G	24	64.8329467346	25.7173184778	1	ENSG00000168002
ENST00000301821	6	RPSA	30	97.2495707648	46.5041103264	1	ENSG00000168028
ENST00000301825	3	ENTPD3	187	160.813989076	4.26397710833	1	ENSG00000168032
ENST00000301831	4	ULK4	472	381.626450588	21.4014998715	1	ENSG00000168038
ENST00000301838	4	FADD	63	100.075922284	13.7358115905	1	ENSG00000168040
ENST00000301887	4	BATF2	98	81.8538250048	3.18493322654	1	ENSG00000168062
ENST00000301891	4	SLC22A11	216	223.717558224	0.266231695982	1	ENSG00000168065
ENST00000301904	3	SCARA3	225	224.960386261	6.97566523879e-06	1	ENSG00000168077
ENST00000301905	4	PBK	96	87.8710350004	0.752011990806	1	ENSG00000168078
ENST00000301908	3	PNOC	61	67.768144503	0.675948564758	1	ENSG00000168081
ENST00000301919	4	MSANTD4	91	107.384297536	2.49985530379	1	ENSG00000170903
ENST00000301944	2	NXNL1	76	91.1035708234	2.50393974195	1	ENSG00000171773
ENST00000301964	2	TADA3	100	176.538470724	33.1833479513	1	ENSG00000171148
ENST00000301981	3	LRRC28	136	125.172141193	0.936650321945	1	ENSG00000168904
ENST00000301998	4	B3GNT2	98	130.629503584	8.15041376529	1	ENSG00000170340
ENST00000302000	6	PYGO1	140	131.169744724	0.594446595907	1	ENSG00000171016
ENST00000302005	1	HSPB3	56	50.7989095259	0.53251816569	1	ENSG00000169271
ENST00000302014	6	CD14	141	201.15909592	17.9913158061	1	ENSG00000170458
ENST00000302017	3	ZNF467	194	268.615615585	20.7266062211	1	ENSG00000181444
ENST00000302030	2	OR5A1	122	94.6547421978	7.89990133519	1	ENSG00000172320
ENST00000302035	6	SLAMF1	104	109.153150647	0.243281677468	1	ENSG00000117090
ENST00000302036	7	OGG1	163	150.195212077	1.09166325262	1	ENSG00000114026
ENST00000302040	4	OR5A2	121	94.571825501	7.38537512253	1	ENSG00000172324
ENST00000302053	3	FGA	311	267.886831523	6.93854671958	1	ENSG00000171560
ENST00000302060	5	DNAJC18	92	116.478233798	5.14417080615	1	ENSG00000170464
ENST00000302068	4	FGB	146	146.563806687	0.00216887093644	1	ENSG00000171564
ENST00000302084	2	OR6F1	103	98.1885318543	0.235773213841	1	ENSG00000169214
ENST00000302097	3	ZNF280A	205	166.295521399	9.00828026616	1	ENSG00000169548
ENST00000302101	5	NHLH1	39	74.4942655331	16.9119445198	1	ENSG00000171786
ENST00000302103	5	FUT9	61	104.176827059	17.8949431224	1	ENSG00000172461
ENST00000302118	5	PCSK9	258	277.00959532	1.30452056659	1	ENSG00000169174
ENST00000302124	2	OR8I2	131	89.4236057649	19.3304278307	1	ENSG00000172154
ENST00000302125	8	MZB1	51	42.974533343	1.4987507729	1	ENSG00000170476
ENST00000302174	4	NUDT9	95	116.681643847	4.02885719119	1	ENSG00000170502
ENST00000302176	8	DCLK2	200	272.046095861	19.0800015433	2	ENSG00000170390
ENST00000302177	2	FOXA3	136	138.459126524	0.0436757287991	1	ENSG00000170608
ENST00000302182	3	UBB	15	84.4654605891	57.1292713164	1	ENSG00000170315
ENST00000302188	3	RBKS	122	98.2792752815	5.72524349169	1	ENSG00000171174
ENST00000302190	4	SDC2	61	66.9381828885	0.526784781058	1	ENSG00000169439
ENST00000302231	4	OR4C11	149	89.7179798912	39.171166275	1	ENSG00000172188
ENST00000302236	5	THAP9	222	257.401412148	4.86889318754	1	ENSG00000168152
ENST00000302243	7	DDX19A	87	164.115086265	36.2351607338	3	ENSG00000168872
ENST00000302247	2	DEFB4A	2	6.01392694441	2.67904975634	1	ENSG00000171711
ENST00000302250	2	FAM151A	239	211.97486541	3.44549292759	1	ENSG00000162391
ENST00000302259	3	DDI1	133	168.447038702	7.45927362344	1	ENSG00000170967
ENST00000302262	3	GAA	423	395.865884931	1.85987282203	1	ENSG00000171298
ENST00000302270	1	OR8U1	96	86.4653756078	1.05139267206	1	ENSG00000172199
ENST00000302277	6	ZNF804A	397	320.659347007	18.1747245286	1	ENSG00000170396
ENST00000302279	3	FNTA	106	112.668616437	0.394701262745	1	ENSG00000168522
ENST00000302312	4	AHSP	43	33.4679394108	2.71484234392	1	ENSG00000169877
ENST00000302313	5	WDR48	122	204.557574884	33.3194855997	3	ENSG00000114742
ENST00000302327	3	ING2	52	87.6071598147	14.4722170283	1	ENSG00000168556
ENST00000302328	3	SCN11A	576	560.314151257	0.43912125053	1	ENSG00000168356
ENST00000302329	3	OR4X2	199	80.2372108088	175.786271161	1	ENSG00000172208
ENST00000302334	2	BFSP2	160	157.938502292	0.0269077694176	1	ENSG00000170819
ENST00000302345	2	CANT1	166	200.383566193	5.89983323784	1	ENSG00000171302
ENST00000302351	4	ENC1	97	199.235490501	52.4610123008	1	ENSG00000171617
ENST00000302362	6	COPRS	53	48.3486761004	0.447474796911	1	ENSG00000172301
ENST00000302386	5	GABARAP	19	50.3771045037	19.5430582351	1	ENSG00000170296
ENST00000302392	4	TMEM42	48	53.7183078643	0.608713232616	1	ENSG00000169964
ENST00000302418	4	KIF5B	189	297.711295021	39.696665403	2	ENSG00000170759
ENST00000302422	3	TMEM256	33	38.4118855877	0.762485495473	1	ENSG00000205544
ENST00000302424	7	TRIM8	117	245.378746068	67.1659738511	1	ENSG00000171206
ENST00000302450	6	CKAP2L	256	219.225041642	6.16899215562	1	ENSG00000169607
ENST00000302451	4	PDILT	232	201.73195895	4.54144357594	1	ENSG00000169340
ENST00000302472	3	PTGER4	114	237.695402095	64.3704184626	2	ENSG00000171522
ENST00000302495	4	HTRA4	138	165.157877251	4.46572884732	2	ENSG00000169495
ENST00000302503	3	MTCH2	101	104.935737798	0.14761445755	1	ENSG00000109919
ENST00000302506	3	CDC25A	105	159.606339449	18.6825430511	2	ENSG00000164045
ENST00000302516	5	SF3B3	187	412.280320746	123.098824662	3	ENSG00000189091
ENST00000302517	3	CXXC5	97	153.57701829	20.8426953085	1	ENSG00000171604
ENST00000302536	2	VAT1L	145	135.253059701	0.702408103727	1	ENSG00000171724
ENST00000302538	5	ABR	160	326.755630498	85.101640821	3	ENSG00000159842
ENST00000302541	6	MYRIP	311	288.241795099	1.79687990819	1	ENSG00000170011
ENST00000302548	4	GPR82	59	59.9791917976	0.0159858202107	1	ENSG00000171657
ENST00000302550	11	DESI2	26	65.2140261822	23.5798943792	1	ENSG00000121644
ENST00000302572	2	OR5B12	112	85.7060729978	8.06676321774	1	ENSG00000172362
ENST00000302581	2	OR5B2	132	84.3050075561	26.9831220016	1	ENSG00000172365
ENST00000302592	6	OR1S2	142	90.7299416073	28.9719010177	1	ENSG00000197887
ENST00000302609	7	ZNF25	141	117.681864309	4.62038441766	1	ENSG00000175395
ENST00000302610	1	OR9I1	129	93.9025375003	13.1181958093	1	ENSG00000172377
ENST00000302617	3	OR6Y1	134	100.369330411	11.2686009993	1	ENSG00000197532
ENST00000302622	3	OR6Q1	118	94.6614548162	5.75406000629	1	ENSG00000279051
ENST00000302628	4	CALB2	101	99.5325469702	0.0216353189011	1	ENSG00000172137
ENST00000302631	3	SCAMP3	112	125.640723752	1.48096364719	1	ENSG00000116521
ENST00000302632	3	P2RY12	91	104.085143834	1.64500891148	1	ENSG00000169313
ENST00000302637	5	IARS2	329	335.766925066	0.136378158281	1	ENSG00000067704
ENST00000302640	8	ITPR1	526	874.041562646	138.589438427	3	ENSG00000150995
ENST00000302641	3	PRSS27	97	111.90978686	1.98643702611	1	ENSG00000172382
ENST00000302649	3	TRH	112	101.202727991	1.15195593201	1	ENSG00000170893
ENST00000302681	1	OR2K2	127	101.236529367	6.55649125066	1	ENSG00000171133
ENST00000302692	6	SLC25A33	79	103.588869447	5.83665507594	1	ENSG00000171612
ENST00000302708	4	ALKBH3	111	95.0198657121	2.6874874001	1	ENSG00000166199
ENST00000302746	6	PDHB	88	113.942026825	5.90641376635	1	ENSG00000168291
ENST00000302759	6	BUB1	312	301.856924187	0.340830303073	1	ENSG00000169679
ENST00000302763	7	CTNNA1	193	320.445073569	50.6865235782	2	ENSG00000044115
ENST00000302764	4	NUDCD2	52	63.3967740292	2.04878655519	1	ENSG00000170584
ENST00000302783	4	TTC36	44	50.2755962773	0.783344436502	1	ENSG00000172425
ENST00000302787	2	LETM1	226	294.904619122	16.0996004421	1	ENSG00000168924
ENST00000302797	3	MRGPRX1	151	121.733613548	7.0360301562	1	ENSG00000170255
ENST00000302804	7	AURKC	103	105.15968745	0.0443539724571	1	ENSG00000105146
ENST00000302805	2	SPRY3	101	97.5614184719	0.121193839843	1	ENSG00000168939
ENST00000302819	5	ACOX2	261	263.614307723	0.0259265323291	1	ENSG00000168306
ENST00000302823	3	CTLA4	44	73.3778947726	11.7618623967	1	ENSG00000163599
ENST00000302824	6	STARD5	75	73.5337956908	0.0292349260111	1	ENSG00000172345
ENST00000302850	5	INSR	313	566.658915037	113.547750631	1	ENSG00000171105
ENST00000302851	3	ZNF561	178	132.927058467	15.2833447293	1	ENSG00000171469
ENST00000302874	4	ZCCHC4	180	161.498987236	2.11944037025	1	ENSG00000168228
ENST00000302904	4	UBTF	98	294.723318875	131.309814021	2	ENSG00000108312
ENST00000302907	4	RPS9	23	108.011722201	66.909338767	1	ENSG00000170889
ENST00000302913	4	ACHE	137	277.31676476	70.9974908646	1	ENSG00000087085
ENST00000302917	1	TEX13B	60	73.8371071146	2.59308010273	1	ENSG00000170925
ENST00000302926	2	NLGN2	136	375.163404881	152.464588737	1	ENSG00000169992
ENST00000302945	2	GSX1	63	112.772959348	21.9675664855	1	ENSG00000169840
ENST00000302957	3	OR9G4	146	92.7085497246	30.6334063136	1	ENSG00000172457
ENST00000302964	3	PYDC1	32	62.268606966	14.7134906705	1	ENSG00000169900
ENST00000302969	2	OR5AR1	141	91.7379623818	26.4530439448	1	ENSG00000172459
ENST00000302979	3	POLR1D	40	42.5494996181	0.152762038589	1	ENSG00000186184
ENST00000302981	1	OR5AP2	105	89.5476957054	2.66644167817	1	ENSG00000172464
ENST00000302987	4	IL16	476	444.297552837	2.26209923894	1	ENSG00000172349
ENST00000303004	3	CEBPB	33	136.163876808	78.1615926892	1	ENSG00000172216
ENST00000303037	8	CTRB2	50	45.9297629607	0.360699217419	1	ENSG00000168928
